symbol,chembl_id,name,selectivity_class,max_phase,ontarget_ic50_q1,ontarget_n,gene_id,reason_included,lspci_id
MAP3K1,CHEMBL1171837,PONATINIB,Unknown,4,493,1,4214,clinical,101419
MAP3K3,CHEMBL535,SUNITINIB,Other,4,220,3,4215,clinical,81903
MAP3K3,CHEMBL288441,BOSUTINIB,Other,4,368,2,4215,clinical,90932
MAP3K3,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,210,3,4215,clinical,98595
MAP3K4,CHEMBL288441,BOSUTINIB,Other,4,492,2,4216,clinical,90932
MAP3K4,CHEMBL1421,DASATINIB,Poly-selective,4,310,3,4216,clinical,96483
MET,CHEMBL2105717,CABOZANTINIB,Most selective,4,1.3,16,4233,clinical,66990
MET,CHEMBL1289926,AXITINIB,Poly-selective,4,990,5,4233,clinical,72090
MET,CHEMBL3188267,CAPMATINIB,Most selective,4,0.215,3,4233,expert_opinion,86237
MET,CHEMBL601719,CRIZOTINIB,Most selective,4,1.42,34,4233,clinical,87732
MET,CHEMBL502835,NINTEDANIB,Other,4,305,4,4233,clinical,97329
MET,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,658,8,4233,clinical,98595
MAP3K9,CHEMBL502835,NINTEDANIB,Unknown,4,220,1,4293,clinical,97329
MAP3K9,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,15,3,4293,selectivity,98595
MAP3K10,CHEMBL475251,R-406,Semi-selective,2,3.85,2,4294,selectivity,92183
MAP3K10,CHEMBL608533,MIDOSTAURIN,Other,4,790,3,4294,clinical,98595
MAP3K11,CHEMBL477772,PAZOPANIB,Poly-selective,4,740,4,4296,clinical,81652
MAP3K11,CHEMBL475251,R-406,Semi-selective,2,11,3,4296,selectivity,92183
MAP3K11,CHEMBL502835,NINTEDANIB,Other,4,700,3,4296,clinical,97329
MAP3K11,CHEMBL3301612,ENCORAFENIB,Unknown,4,812,1,4296,clinical,98319
MAP3K11,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,17,5,4296,selectivity,98595
MAP3K11,CHEMBL3301622,GILTERITINIB,Unknown,4,600,1,4296,clinical,101355
MST1R,CHEMBL601719,CRIZOTINIB,Semi-selective,4,76,5,4486,selectivity,87732
MST1R,CHEMBL3301622,GILTERITINIB,Unknown,4,804,1,4486,clinical,101355
MST1R,CHEMBL1230609,FORETINIB,Semi-selective,2,3,8,4486,selectivity,103995
MUSK,CHEMBL535,SUNITINIB,Other,4,490,3,4593,clinical,81903
MUSK,CHEMBL1336,SORAFENIB,Poly-selective,4,130,3,4593,clinical,83706
MUSK,CHEMBL601719,CRIZOTINIB,Unknown,4,230,1,4593,clinical,87732
MUSK,CHEMBL502835,NINTEDANIB,Other,4,590,1,4593,clinical,97329
MUSK,CHEMBL1287853,FEDRATINIB,Unknown,4,800,1,4593,clinical,97675
MYLK,CHEMBL535,SUNITINIB,Other,4,280,5,4638,clinical,81903
MYLK,CHEMBL3301622,GILTERITINIB,Unknown,4,188,1,4638,clinical,101355
MYLK,CHEMBL1171837,PONATINIB,Unknown,4,99,1,4638,clinical,101419
NEK1,CHEMBL2028663,DABRAFENIB,Unknown,4,477,1,4750,clinical,86423
NEK2,CHEMBL477772,PAZOPANIB,Poly-selective,4,835,4,4751,clinical,81652
NEK2,CHEMBL3301622,GILTERITINIB,Unknown,4,247,1,4751,clinical,101355
NEK2,CHEMBL2042041,rac-CCT 250863,Semi-selective,0,47.5,3,4751,selectivity,138448
NTRK1,CHEMBL535,SUNITINIB,Poly-selective,4,100,7,4914,clinical,81903
NTRK1,CHEMBL601719,CRIZOTINIB,Poly-selective,4,298,7,4914,clinical,87732
NTRK1,CHEMBL3889654,LAROTRECTINIB,NA,4,14.4,2,4914,clinical,90822
NTRK1,CHEMBL3286830,LORLATINIB,Other,4,24,1,4914,clinical,91467
NTRK1,CHEMBL502835,NINTEDANIB,Other,4,737,2,4914,clinical,97329
NTRK1,CHEMBL1287853,FEDRATINIB,Unknown,4,840,1,4914,clinical,97675
NTRK1,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,380,4,4914,clinical,98595
NTRK2,CHEMBL535,SUNITINIB,Other,4,590,4,4915,clinical,81903
NTRK2,CHEMBL601719,CRIZOTINIB,Semi-selective,4,67.4,6,4915,clinical,87732
NTRK2,CHEMBL288441,BOSUTINIB,Other,4,320,2,4915,clinical,90932
NTRK2,CHEMBL3286830,LORLATINIB,Other,4,23,2,4915,clinical,91467
NTRK2,CHEMBL502835,NINTEDANIB,Unknown,4,19,1,4915,clinical,97329
NTRK2,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,310,3,4915,clinical,98595
NTRK2,CHEMBL255863,NILOTINIB,Unknown,4,490,1,4915,clinical,100755
NTRK3,CHEMBL1336,SORAFENIB,Poly-selective,4,550,4,4916,clinical,83706
NTRK3,CHEMBL601719,CRIZOTINIB,Semi-selective,4,62.8,4,4916,selectivity,87732
NTRK3,CHEMBL3286830,LORLATINIB,Other,4,46,1,4916,clinical,91467
NTRK3,CHEMBL502835,NINTEDANIB,Unknown,4,32,1,4916,clinical,97329
NTRK3,CHEMBL255863,NILOTINIB,Unknown,4,600,1,4916,clinical,100755
DDR2,CHEMBL2105717,CABOZANTINIB,Unknown,4,501,1,4921,clinical,66990
DDR2,CHEMBL477772,PAZOPANIB,Semi-selective,4,55.5,8,4921,clinical,81652
DDR2,CHEMBL24828,VANDETANIB,Poly-selective,4,320,3,4921,clinical,82962
DDR2,CHEMBL1289601,LENVATINIB,Unknown,4,218,1,4921,clinical,85688
DDR2,CHEMBL1289494,TIVOZANIB,Unknown,4,592,1,4921,clinical,85818
DDR2,CHEMBL1946170,REGORAFENIB,Unknown,4,421,1,4921,clinical,89597
DDR2,CHEMBL941,IMATINIB,Most selective,4,15,4,4921,clinical,96316
DDR2,CHEMBL1421,DASATINIB,Most selective,4,2.25,10,4921,clinical,96483
DDR2,CHEMBL502835,NINTEDANIB,Semi-selective,4,22.5,2,4921,clinical,97329
DDR2,CHEMBL1171837,PONATINIB,Unknown,4,87,1,4921,clinical,101419
PAK1,CHEMBL180022,NERATINIB,Unknown,4,210,1,5058,clinical,103791
PAK2,CHEMBL180022,NERATINIB,Unknown,4,79,1,5062,clinical,103791
PAK3,CHEMBL535,SUNITINIB,Semi-selective,4,16,3,5063,selectivity,81903
PAK3,CHEMBL502835,NINTEDANIB,Unknown,4,210,1,5063,clinical,97329
PAK3,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,180,3,5063,clinical,98595
CDK16,CHEMBL535,SUNITINIB,Poly-selective,4,135,6,5127,clinical,81903
CDK16,CHEMBL2028663,DABRAFENIB,Unknown,4,13,1,5127,clinical,86423
CDK16,CHEMBL3301610,ABEMACICLIB,Other,4,50,1,5127,clinical,94539
CDK17,CHEMBL2028663,DABRAFENIB,Unknown,4,36,1,5128,clinical,86423
CDK17,CHEMBL1946170,REGORAFENIB,Unknown,4,719,1,5128,clinical,89597
CDK17,CHEMBL1171837,PONATINIB,Unknown,4,335,1,5128,clinical,101419
CDK18,CHEMBL502835,NINTEDANIB,Other,4,510,1,5129,clinical,97329
PDGFRA,CHEMBL1289926,AXITINIB,Most selective,4,1.96,2,5156,clinical,72090
PDGFRA,CHEMBL477772,PAZOPANIB,Most selective,4,4.9,4,5156,clinical,81652
PDGFRA,CHEMBL535,SUNITINIB,Most selective,4,0.79,6,5156,clinical,81903
PDGFRA,CHEMBL24828,VANDETANIB,Poly-selective,4,194,3,5156,clinical,82962
PDGFRA,CHEMBL1336,SORAFENIB,Semi-selective,4,62,4,5156,clinical,83706
PDGFRA,CHEMBL941,IMATINIB,Most selective,4,27.8,12,5156,clinical,96316
PDGFRA,CHEMBL1421,DASATINIB,Most selective,4,0.47,5,5156,clinical,96483
PDGFRA,CHEMBL502835,NINTEDANIB,Semi-selective,4,3.15,7,5156,clinical,97329
PDGFRA,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,280,3,5156,clinical,98595
PDGFRA,CHEMBL255863,NILOTINIB,Most selective,4,38.3,3,5156,clinical,100755
PDGFRA,CHEMBL1171837,PONATINIB,Unknown,4,2.6,1,5156,clinical,101419
PDGFRB,CHEMBL1289926,AXITINIB,Most selective,4,0.6,3,5159,clinical,72090
PDGFRB,CHEMBL477772,PAZOPANIB,Most selective,4,2.5,6,5159,clinical,81652
PDGFRB,CHEMBL24828,VANDETANIB,Poly-selective,4,210,8,5159,clinical,82962
PDGFRB,CHEMBL1336,SORAFENIB,Semi-selective,4,32.4,12,5159,clinical,83706
PDGFRB,CHEMBL1289601,LENVATINIB,Unknown,4,316,1,5159,clinical,85688
PDGFRB,CHEMBL288441,BOSUTINIB,Other,4,788,2,5159,clinical,90932
PDGFRB,CHEMBL941,IMATINIB,Most selective,4,33.5,10,5159,clinical,96316
PDGFRB,CHEMBL1421,DASATINIB,Most selective,4,0.63,5,5159,clinical,96483
PDGFRB,CHEMBL502835,NINTEDANIB,Most selective,4,3.12,8,5159,clinical,97329
PDGFRB,CHEMBL1287853,FEDRATINIB,Unknown,4,45,1,5159,clinical,97675
PDGFRB,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,110,4,5159,clinical,98595
PDGFRB,CHEMBL255863,NILOTINIB,Semi-selective,4,49.1,4,5159,clinical,100755
PDGFRB,CHEMBL3301622,GILTERITINIB,Unknown,4,510,1,5159,clinical,101355
PDGFRB,CHEMBL1171837,PONATINIB,Poly-selective,4,822,2,5159,clinical,101419
PDPK1,CHEMBL603469,LESTAURTINIB,Semi-selective,3,3.4,2,5170,selectivity,84762
PDPK1,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,150,3,5170,clinical,98595
CDK14,CHEMBL535,SUNITINIB,Other,4,270,3,5218,clinical,81903
CDK14,CHEMBL574738,AST-487,Semi-selective,1,17,2,5218,selectivity,95257
CDK14,CHEMBL502835,NINTEDANIB,Other,4,470,1,5218,clinical,97329
PHKG1,CHEMBL535,SUNITINIB,Semi-selective,4,2.95,7,5260,selectivity,81903
PHKG1,CHEMBL288441,BOSUTINIB,Other,4,340,1,5260,clinical,90932
PHKG1,CHEMBL502835,NINTEDANIB,Unknown,4,140,1,5260,clinical,97329
PHKG1,CHEMBL1287853,FEDRATINIB,Unknown,4,330,1,5260,clinical,97675
PHKG1,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,545,3,5260,clinical,98595
PHKG2,CHEMBL535,SUNITINIB,Semi-selective,4,5.9,9,5261,selectivity,81903
PHKG2,CHEMBL388978,STAUROSPORINE,Semi-selective,0,0.14,6,5261,selectivity,90319
PHKG2,CHEMBL3301622,GILTERITINIB,Unknown,4,48,1,5261,clinical,101355
PIK3C2B,CHEMBL554,LAPATINIB,Unknown,4,670,1,5287,clinical,101558
PIK3CA,CHEMBL2216870,IDELALISIB,Semi-selective,4,768,11,5290,clinical,86451
PIK3CA,CHEMBL2396661,ALPELISIB,Most selective,4,5,5,5290,clinical,89930
PIK3CA,CHEMBL2396661,ALPELISIB,Most selective,4,5,5,5290,expert_opinion,89930
PIK3CA,CHEMBL3218576,COPANLISIB,Most selective,4,0.55,2,5290,clinical,102102
PIK3CB,CHEMBL2216870,IDELALISIB,Semi-selective,4,380,10,5291,clinical,86451
PIK3CB,CHEMBL3218576,COPANLISIB,Unknown,4,3.7,1,5291,clinical,102102
PIM1,CHEMBL58,MITOXANTRONE,Unknown,4,50.9,1,5292,clinical,34958
PIM1,CHEMBL3301610,ABEMACICLIB,Other,4,7,1,5292,clinical,94539
PIM1,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,560,4,5292,clinical,98595
PIK3CD,CHEMBL3039502,DUVELISIB,Unknown,4,0.95,2,5293,clinical,79505
PIK3CD,CHEMBL2396661,ALPELISIB,Poly-selective,4,290,3,5293,clinical,89930
PIK3CG,CHEMBL3039502,DUVELISIB,Other,4,5.18,2,5294,clinical,79505
PIK3CG,CHEMBL2216870,IDELALISIB,Most selective,4,66.2,12,5294,clinical,86451
PIK3CG,CHEMBL2396661,ALPELISIB,Poly-selective,4,250,3,5294,clinical,89930
PIK3CG,CHEMBL3218576,COPANLISIB,Unknown,4,6.4,1,5294,clinical,102102
PI4KB,CHEMBL477772,PAZOPANIB,Unknown,4,960,1,5298,clinical,81652
PI4KB,CHEMBL554,LAPATINIB,Unknown,4,940,1,5298,clinical,101558
PLK1,CHEMBL1789941,RUXOLITINIB,Poly-selective,4,394,2,5347,clinical,66153
PRKAA1,CHEMBL402548,DANUSERTIB,Semi-selective,2,29.1,2,5562,selectivity,86804
PRKAA1,CHEMBL502835,NINTEDANIB,Other,4,651,2,5562,clinical,97329
PRKAA1,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,180,4,5562,clinical,98595
PRKAA2,CHEMBL502835,NINTEDANIB,Unknown,4,84,1,5563,clinical,97329
PRKAA2,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,460,3,5563,clinical,98595
PRKACA,CHEMBL1789941,RUXOLITINIB,Poly-selective,4,175,4,5566,clinical,66153
PRKACA,CHEMBL379218,A-674563,Semi-selective,0,18,3,5566,selectivity,67425
PRKACA,CHEMBL608533,MIDOSTAURIN,Other,4,720,4,5566,clinical,98595
PRKACB,CHEMBL379218,A-674563,Semi-selective,0,34.5,2,5567,selectivity,67425
PRKACB,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,240,5,5567,clinical,98595
PRKCA,CHEMBL1863513,INGENOL MEBUTATE,Unknown,4,72.5,1,5578,clinical,79298
PRKCA,CHEMBL574737,UCN-01,Semi-selective,2,24,7,5578,selectivity,90705
PRKCA,CHEMBL3301610,ABEMACICLIB,Other,4,530,1,5578,clinical,94539
PRKCA,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,385,3,5578,clinical,98595
PRKCA,CHEMBL3301622,GILTERITINIB,Unknown,4,591,1,5578,clinical,101355
PRKCA,CHEMBL2165402,INGENOL,NA,4,240,1,5578,clinical,119282
PRKCB,CHEMBL1863513,INGENOL MEBUTATE,Unknown,4,72.5,1,5579,clinical,79298
PRKCB,CHEMBL574737,UCN-01,Semi-selective,2,16,7,5579,selectivity,90705
PRKCD,CHEMBL1863513,INGENOL MEBUTATE,Unknown,4,4.1,3,5580,clinical,79298
PRKCD,CHEMBL3301610,ABEMACICLIB,Other,4,795,1,5580,clinical,94539
PRKCD,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,320,5,5580,clinical,98595
PRKCE,CHEMBL1789941,RUXOLITINIB,Unknown,4,530,1,5581,clinical,66153
PRKCE,CHEMBL1863513,INGENOL MEBUTATE,Unknown,4,72.5,1,5581,clinical,79298
PRKCE,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,418,4,5581,clinical,98595
PRKCG,CHEMBL1863513,INGENOL MEBUTATE,Unknown,4,72.5,1,5582,clinical,79298
PRKCG,CHEMBL574737,UCN-01,Semi-selective,2,25.2,6,5582,selectivity,90705
PRKCG,CHEMBL608533,MIDOSTAURIN,Unknown,4,50,1,5582,clinical,98595
PRKCG,CHEMBL1983268,ENTRECTINIB,Unknown,4,631,1,5582,clinical,100587
PRKCH,CHEMBL1863513,INGENOL MEBUTATE,Unknown,4,72.5,1,5583,clinical,79298
PRKCH,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,230,4,5583,clinical,98595
PRKCI,CHEMBL1863513,INGENOL MEBUTATE,Unknown,4,72.5,1,5584,clinical,79298
PKN1,CHEMBL2105759,BARICITINIB,Unknown,4,104,1,5585,clinical,76528
PKN1,CHEMBL221959,TOFACITINIB,Poly-selective,4,142,4,5585,clinical,78036
PKN1,CHEMBL535,SUNITINIB,Other,4,710,4,5585,clinical,81903
PKN1,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,9.3,4,5585,selectivity,98595
PKN2,CHEMBL559147,Y-27632,Semi-selective,0,85,3,5586,selectivity,20051
PKN2,CHEMBL2105759,BARICITINIB,Unknown,4,269,1,5586,clinical,76528
PKN2,CHEMBL221959,TOFACITINIB,Poly-selective,4,963,4,5586,clinical,78036
PKN2,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,15,4,5586,selectivity,98595
PRKD1,CHEMBL1863513,INGENOL MEBUTATE,Unknown,4,72.5,1,5587,clinical,79298
PRKD1,CHEMBL535,SUNITINIB,Other,4,310,3,5587,clinical,81903
PRKD1,CHEMBL574737,UCN-01,Semi-selective,2,25.2,6,5587,selectivity,90705
PRKD1,CHEMBL502835,NINTEDANIB,Other,4,990,1,5587,clinical,97329
PRKD1,CHEMBL180022,NERATINIB,Unknown,4,820,1,5587,clinical,103791
PRKCQ,CHEMBL3813873,PEXIDARTINIB,Unknown,4,6,1,5588,clinical,65331
PRKCQ,CHEMBL1863513,INGENOL MEBUTATE,Unknown,4,72.5,1,5588,clinical,79298
PRKCQ,CHEMBL608533,MIDOSTAURIN,Other,4,920,5,5588,clinical,98595
PRKCZ,CHEMBL1863513,INGENOL MEBUTATE,Unknown,4,72.5,1,5590,clinical,79298
PRKCZ,CHEMBL608533,MIDOSTAURIN,Unknown,4,50,1,5590,clinical,98595
PRKG1,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,250,4,5592,clinical,98595
PRKG2,CHEMBL1789941,RUXOLITINIB,Unknown,4,690,1,5593,clinical,66153
MAPK1,CHEMBL290106,BITHIONOL,Unknown,4,385,1,5594,clinical,1566
MAPK1,CHEMBL38,TRETINOIN,Other,4,490,2,5594,clinical,34677
MAPK1,CHEMBL3590107,SCH772984,Unknown,0,0.3,5,5594,expert_opinion,100127
MAPK1,CHEMBL603,ZAFIRLUKAST,Unknown,4,538,1,5594,clinical,100834
MAPK1,CHEMBL506247,TANNIC ACID,Unknown,4,185,1,5594,clinical,117154
MAPK1,CHEMBL496,HEXACHLOROPHENE,Unknown,4,196,1,5594,clinical,156021
MAPK1,CHEMBL24944,TRIBROMSALAN,Unknown,4,623,1,5594,clinical,169332
MAPK1,CHEMBL291338,"3,3',4',5-TETRACHLOROSALICYLANILIDE",Unknown,4,886,1,5594,clinical,212129
MAPK3,CHEMBL3590107,SCH772984,Other,0,5,2,5595,expert_opinion,100127
MAPK7,CHEMBL1287853,FEDRATINIB,Poly-selective,4,377,2,5598,clinical,97675
MAPK8,CHEMBL1287853,FEDRATINIB,Poly-selective,4,751,2,5599,clinical,97675
MAPK8,CHEMBL3301622,GILTERITINIB,Unknown,4,736,1,5599,clinical,101355
MAPK11,CHEMBL1336,SORAFENIB,Poly-selective,4,208,6,5600,clinical,83706
MAPK11,CHEMBL1421,DASATINIB,Poly-selective,4,100,6,5600,clinical,96483
MAPK11,CHEMBL255863,NILOTINIB,Poly-selective,4,963,2,5600,clinical,100755
MAPK9,CHEMBL1287853,FEDRATINIB,Poly-selective,4,573,2,5601,clinical,97675
MAPK9,CHEMBL3301612,ENCORAFENIB,Unknown,4,915,1,5601,clinical,98319
MAPK9,CHEMBL3301622,GILTERITINIB,Unknown,4,430,1,5601,clinical,101355
MAPK10,CHEMBL10,SB-203580,Semi-selective,0,35,7,5602,selectivity,35773
MAPK10,CHEMBL3301622,GILTERITINIB,Unknown,4,512,1,5602,clinical,101355
MAPK13,CHEMBL1421,DASATINIB,Poly-selective,4,100,5,5603,clinical,96483
MAP2K1,CHEMBL535,SUNITINIB,Poly-selective,4,130,5,5604,clinical,81903
MAP2K1,CHEMBL3187723,BINIMETINIB,Unknown,4,45,1,5604,clinical,84191
MAP2K1,CHEMBL288441,BOSUTINIB,Semi-selective,4,10,3,5604,clinical,90932
MAP2K1,CHEMBL2103875,TRAMETINIB,Most selective,4,18,2,5604,clinical,96547
MAP2K1,CHEMBL180022,NERATINIB,Poly-selective,4,804,2,5604,clinical,103791
MAP2K2,CHEMBL468117,DIHYDROXYMETHYLZEARALENONE,Semi-selective,0,9.87,2,5605,selectivity,55973
MAP2K2,CHEMBL535,SUNITINIB,Poly-selective,4,110,5,5605,clinical,81903
MAP2K2,CHEMBL2146883,COBIMETINIB,Unknown,4,22,1,5605,clinical,83930
MAP2K2,CHEMBL3187723,BINIMETINIB,Unknown,4,36,1,5605,clinical,84191
MAP2K2,CHEMBL1614701,SELUMETINIB,Poly-selective,4,172,2,5605,clinical,87864
MAP2K2,CHEMBL288441,BOSUTINIB,Other,4,313,2,5605,clinical,90932
MAP2K2,CHEMBL3301622,GILTERITINIB,Unknown,4,502,1,5605,clinical,101355
MAP2K5,CHEMBL535,SUNITINIB,Other,4,916,2,5607,clinical,81903
MAP2K5,CHEMBL1229517,VEMURAFENIB,Unknown,4,734,1,5607,clinical,88284
MAP2K5,CHEMBL1873475,IBRUTINIB,Other,4,243,1,5607,clinical,89596
MAP2K5,CHEMBL288441,BOSUTINIB,Other,4,423,2,5607,clinical,90932
MAP2K5,CHEMBL1421,DASATINIB,Poly-selective,4,360,2,5607,clinical,96483
MAP2K7,CHEMBL180022,NERATINIB,Unknown,4,530,1,5609,clinical,103791
EIF2AK2,CHEMBL535,SUNITINIB,Other,4,670,3,5610,clinical,81903
PRKX,CHEMBL38380,FASUDIL,Semi-selective,3,50.1,2,5613,selectivity,36932
PRKX,CHEMBL608533,MIDOSTAURIN,Other,4,960,3,5613,clinical,98595
PTK2,CHEMBL535,SUNITINIB,Other,4,440,8,5747,clinical,81903
PTK2,CHEMBL601719,CRIZOTINIB,Poly-selective,4,310,5,5747,clinical,87732
PTK2,CHEMBL288441,BOSUTINIB,Other,4,562,4,5747,clinical,90932
PTK2,CHEMBL3286830,LORLATINIB,Other,4,17,1,5747,clinical,91467
PTK2,CHEMBL1287853,FEDRATINIB,Poly-selective,4,74.5,2,5747,clinical,97675
PTK2,CHEMBL458997,NVP-TAE226,Semi-selective,0,5.5,5,5747,selectivity,97736
PTK2,CHEMBL2403108,CERITINIB,Unknown,4,218,1,5747,clinical,100141
PTK2,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,120,3,5747,clinical,100587
PTK6,CHEMBL24828,VANDETANIB,Poly-selective,4,128,4,5753,clinical,82962
PTK6,CHEMBL1289601,LENVATINIB,Unknown,4,173,1,5753,clinical,85688
PTK6,CHEMBL1289494,TIVOZANIB,Unknown,4,787,1,5753,clinical,85818
PTK6,CHEMBL1873475,IBRUTINIB,Semi-selective,4,3.3,3,5753,clinical,89596
PTK6,CHEMBL1421,DASATINIB,Semi-selective,4,7.8,5,5753,selectivity,96483
PTK6,CHEMBL1982660,A 1070722,Semi-selective,0,15.8,2,5753,selectivity,1086103
MAP4K2,CHEMBL1289926,AXITINIB,Poly-selective,4,808,3,5871,clinical,72090
MAP4K2,CHEMBL1289601,LENVATINIB,Unknown,4,578,1,5871,clinical,85688
MAP4K2,CHEMBL601719,CRIZOTINIB,Poly-selective,4,182,5,5871,clinical,87732
MAP4K2,CHEMBL288441,BOSUTINIB,Semi-selective,4,6.5,3,5871,selectivity,90932
MAP4K2,CHEMBL3301622,GILTERITINIB,Unknown,4,244,1,5871,clinical,101355
MAP4K2,CHEMBL1171837,PONATINIB,Unknown,4,41,1,5871,clinical,101419
MAP4K2,CHEMBL180022,NERATINIB,Poly-selective,4,396,2,5871,clinical,103791
RAF1,CHEMBL477772,PAZOPANIB,Poly-selective,4,900,2,5894,clinical,81652
RAF1,CHEMBL1229517,VEMURAFENIB,Poly-selective,4,108,4,5894,clinical,88284
RAF1,CHEMBL1421,DASATINIB,Poly-selective,4,367,3,5894,clinical,96483
RET,CHEMBL669,CYCLOBENZAPRINE,NA,4,300,1,5979,clinical,8068
RET,CHEMBL1789941,RUXOLITINIB,Poly-selective,4,298,7,5979,clinical,66153
RET,CHEMBL1289926,AXITINIB,Poly-selective,4,109,6,5979,clinical,72090
RET,CHEMBL2105759,BARICITINIB,Unknown,4,973,1,5979,clinical,76528
RET,CHEMBL477772,PAZOPANIB,Semi-selective,4,270,8,5979,clinical,81652
RET,CHEMBL535,SUNITINIB,Semi-selective,4,7.25,15,5979,clinical,81903
RET,CHEMBL24828,VANDETANIB,Semi-selective,4,30.5,12,5979,clinical,82962
RET,CHEMBL1336,SORAFENIB,Most selective,4,7.8,14,5979,clinical,83706
RET,CHEMBL1289601,LENVATINIB,Most selective,4,9,5,5979,clinical,85688
RET,CHEMBL1289494,TIVOZANIB,Unknown,4,12,1,5979,clinical,85818
RET,CHEMBL1873475,IBRUTINIB,Poly-selective,4,21.1,3,5979,clinical,89596
RET,CHEMBL1946170,REGORAFENIB,Unknown,4,126,1,5979,clinical,89597
RET,CHEMBL1738797,ALECTINIB,Most selective,4,22.3,3,5979,clinical,95446
RET,CHEMBL1421,DASATINIB,Other,4,507,10,5979,clinical,96483
RET,CHEMBL502835,NINTEDANIB,Semi-selective,4,9.6,5,5979,clinical,97329
RET,CHEMBL1287853,FEDRATINIB,Semi-selective,4,73.5,6,5979,clinical,97675
RET,CHEMBL608533,MIDOSTAURIN,Semi-selective,4,27,11,5979,clinical,98595
RET,CHEMBL1983268,ENTRECTINIB,Poly-selective,4,216,3,5979,clinical,100587
RET,CHEMBL3301622,GILTERITINIB,Most selective,4,15,2,5979,clinical,101355
RET,CHEMBL1171837,PONATINIB,Most selective,4,0.9,5,5979,clinical,101419
GRK1,CHEMBL1789941,RUXOLITINIB,Unknown,4,730,1,6011,clinical,66153
GRK1,CHEMBL535,SUNITINIB,Other,4,290,2,6011,clinical,81903
BRD2,CHEMBL1957266,(-)-JQ1,Poly-selective,0,19.275,14,6046,expert_opinion,84708
ROCK1,CHEMBL1789941,RUXOLITINIB,Semi-selective,4,90,4,6093,clinical,66153
ROCK1,CHEMBL2105759,BARICITINIB,Unknown,4,482,1,6093,clinical,76528
ROCK1,CHEMBL221959,TOFACITINIB,Poly-selective,4,361,3,6093,clinical,78036
ROCK1,CHEMBL535,SUNITINIB,Other,4,460,4,6093,clinical,81903
ROS1,CHEMBL477772,PAZOPANIB,Poly-selective,4,920,2,6098,clinical,81652
ROS1,CHEMBL601719,CRIZOTINIB,Most selective,4,3.47,12,6098,clinical,87732
ROS1,CHEMBL3286830,LORLATINIB,Semi-selective,4,0.0238,4,6098,clinical,91467
ROS1,CHEMBL1287853,FEDRATINIB,Unknown,4,600,1,6098,clinical,97675
ROS1,CHEMBL608533,MIDOSTAURIN,Poly-selective,4,430,3,6098,clinical,98595
ROS1,CHEMBL3301622,GILTERITINIB,Unknown,4,1.9,1,6098,clinical,101355
ROS1,CHEMBL3545311,BRIGATINIB,Unknown,4,1.9,1,6098,clinical,1436345
RPS6KA1,CHEMBL24828,VANDETANIB,Poly-selective,4,400,5,6195,clinical,82962
RPS6KA1,CHEMBL1287853,FEDRATINIB,Poly-selective,4,810,3,6195,clinical,97675
RPS6KA1,CHEMBL608533,MIDOSTAURIN,Other,4,690,7,6195,clinical,98595
RPS6KA2,CHEMBL1933288,BIX 02565,Semi-selective,0,1.2,3,6196,selectivity,96652
RPS6KA2,CHEMBL608533,MIDOSTAURIN,Other,4,730,6,6196,clinical,98595
RPS6KA3,CHEMBL535,SUNITINIB,Poly-selective,4,152,8,6197,clinical,81903
RPS6KA3,CHEMBL608533,MIDOSTAURIN,Other,4,740,4,6197,clinical,98595
RPS6KB1,CHEMBL104264,H-89,Semi-selective,0,31.9,2,6198,selectivity,66088
RPS6KB1,CHEMBL535,SUNITINIB,Poly-selective,4,162,4,6198,clinical,81903
MAPK12,CHEMBL1421,DASATINIB,Poly-selective,4,100,6,6300,clinical,96483
MAP2K4,CHEMBL603469,LESTAURTINIB,Semi-selective,3,3.8,3,6416,selectivity,84762
SRC,CHEMBL752,ADENOSINE PHOSPHATE,Unknown,4,100,1,6714,clinical,48739
SRC,CHEMBL553,ERLOTINIB,Poly-selective,4,700,5,6714,clinical,55022
SRC,CHEMBL535,SUNITINIB,Other,4,573,8,6714,clinical,81903
SRC,CHEMBL24828,VANDETANIB,Semi-selective,4,70,6,6714,clinical,82962
